source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
MSC,MSC,EPHB6,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ERBB4,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,FGR,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,GSK3A,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,GSK3B,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,HCK,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,HDAC3,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,HIPK2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,HMGB1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,HSP90AA1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,HSP90AB1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,HSPA1A,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,HSPA1B,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,IKBKB,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,IKBKE,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,IL1R1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,IL2RA,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ILK,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,INPP5D,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,INSR,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,IRAK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,IRAK2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,IRAK3,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ITGA5,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ITGB1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ITK,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,JAK2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,LCK,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,LTK,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,LYN,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP2K1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP2K5,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP2K6,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP2K7,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP3K1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP3K14,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP3K5,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP3K7,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP3K8,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP4K1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP4K2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAP4K5,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAPK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAPK14,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAPK3,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAPK8,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAPK9,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAPKAPK2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MAPKAPK3,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MDM2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MET,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,MTOR,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,NLRC4,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,NOS1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,NOX1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,NTRK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,NTRK2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,NTRK3,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PAK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PDGFRB,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PDK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PDPK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PIK3CA+PIK3R1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PIK3CA,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PIK3R1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PKD1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PKN2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PLK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PLK2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKAA1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKAA2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKACA,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKCA,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKCB,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKCD,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKCI,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKCQ,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKCZ,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKD1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRKG1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PRNP,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PSEN1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PTEN,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PTH1R,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PTK2B,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PTPN1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PTPRF,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,PTPRJ,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,RAF1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,RET,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,RIPK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ROCK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ROR2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,RPS6KA1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,RPS6KA2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,RPS6KA3,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,RPS6KA5,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,RPS6KB1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,SENP1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,SGK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,SIRT1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,SMO,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,SRC,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,STK11,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,STK38,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,STRADB,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,SYK,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TBK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TGFBR1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TGFBR2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TLR3,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TLR4,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TNFRSF10A,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TNFRSF10B,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TNFRSF11A,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TNFRSF21,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TNK2,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,TYR,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,WNK1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,XIAP,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,YES1,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ZAP70,NFKB1,Receptor,Transcription Factor,1.9561313390731812
MSC,MSC,ABL1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,ATM,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,CAMKK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,CASP3,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,CDK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,CDK2,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,CDK9,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,CHEK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,CHEK2,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,CSNK2A2,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,EGFR,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,FGR,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,GSK3A,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,GSK3B,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,HSP90AA1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,HSP90AB1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,IKBKE,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,ILK,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,ITGB1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,LYN,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MAP2K1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MAPK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MAPK14,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MAPK3,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MAPK8,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MAPK9,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MAPKAPK2,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MDM2,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,MTOR,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PAK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PDK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PDPK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PIK3CA+PIK3R1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PIK3CA,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PIK3R1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PKN2,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PLK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PPM1D,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PRKACA,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PRKCA,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PRKCB,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PRKCD,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PRKCE,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PRKCZ,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PRKG1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PRNP,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PTEN,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PTPN1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PTPRF,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,RET,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,RPS6KA3,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,SENP1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,SIRT1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,SRC,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,TBK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,TGFBR1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,TNK2,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,VRK1,MAZ,Receptor,Transcription Factor,1.5707393884658813
MSC,MSC,PLK1,KLF4,Receptor,Transcription Factor,0.2467557191848755
MSC,MSC,CDK2,REST,Receptor,Transcription Factor,0.7106987237930298
MSC,MSC,GSK3B,REST,Receptor,Transcription Factor,0.7106987237930298
MSC,MSC,MAPK3,REST,Receptor,Transcription Factor,0.7106987237930298
MSC,MSC,MAPK8,REST,Receptor,Transcription Factor,0.7106987237930298
MSC,MSC,PLK1,REST,Receptor,Transcription Factor,0.7106987237930298
MSC,MSC,PRKCB,SP4,Receptor,Transcription Factor,3.6925642490386963
MSC,MSC,FOXP1,ANGPT1,Transcription_Factor,Ligand,1.4468241930007935
MSC,MSC,ATM,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,BIRC2,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,BIRC3,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,CAMKK1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,CASP3,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,CDK1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,CDK2,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,CSNK2A2,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,EGFR,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,FGR,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,GSK3A,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,GSK3B,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,HIPK2,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,HSP90AA1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,HSP90AB1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,IKBKE,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,ILK,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,IRAK1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,ITGB1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,LYN,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,MAP2K1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,MAP3K1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,MAPK1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,MAPK14,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,MAPK3,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,MAPK8,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,MAPKAPK2,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,MTOR,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,NLRC4,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PAK1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PDK1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PDPK1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PIK3CA+PIK3R1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PIK3CA,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PIK3R1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PKN2,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PRKACA,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PRKCA,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PRKCB,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PRKCZ,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PRNP,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PTEN,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PTPN1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,PTPRF,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,RET,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,RPS6KA3,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,SENP1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,SIRT1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,SRC,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,TBK1,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,TNK2,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,XIAP,ZHX1,Receptor,Transcription Factor,1.9879186153411865
MSC,MSC,BIRC2,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,BIRC3,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,CDK1,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,CDK4,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,FGR,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,GSK3B,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,HIPK2,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,HSP90AB1,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,IRAK1,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,MAP3K1,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,MAPK8,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,NLRC4,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,PRKCE,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,PTGS2,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,SRC,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,XIAP,HSF2,Receptor,Transcription Factor,0.9445086717605591
MSC,MSC,JUND,PLAUR,Transcription_Factor,Ligand,1.5241163969039917
MSC,MSC,JUND,TGFB1,Transcription_Factor,Ligand,1.5241163969039917
MSC,MSC,ATM,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,CDK1,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,GSK3B,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,INSR,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,MAPK1,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,MAPK10,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,MAPK14,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,MAPK3,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,MAPK8,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,MAPK9,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,PRKCD,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,PRKCZ,JUND,Receptor,Transcription Factor,1.5241163969039917
MSC,MSC,CDK2,ZNF217,Receptor,Transcription Factor,0.36606332659721375
MSC,MSC,GSK3B,ZNF217,Receptor,Transcription Factor,0.36606332659721375
MSC,MSC,MAPK9,ZNF217,Receptor,Transcription Factor,0.36606332659721375
MSC,MSC,CDK2,NFYC,Receptor,Transcription Factor,1.5204917192459106
MSC,MSC,ZNF263,COL16A1,Transcription_Factor,Ligand,0.16948845982551575
MSC,MSC,ZNF263,LTBP3,Transcription_Factor,Ligand,0.16948845982551575
MSC,MSC,ATM,HOXA9,Receptor,Transcription Factor,0.019295595586299896
MSC,MSC,PRMT5,HOXA9,Receptor,Transcription Factor,0.019295595586299896
MSC,MSC,ATM,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,CAMKK1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,CASP3,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,CDK1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,CDK2,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,CSNK2A2,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,EGFR,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,FGR,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,GSK3A,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,GSK3B,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,HSP90AA1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,HSP90AB1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,IKBKE,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,ILK,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,ITGB1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,LYN,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,MAP2K1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,MAPK1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,MAPK14,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,MAPK3,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,MAPK8,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,MAPKAPK2,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,MTOR,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,NLK,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PAK1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PDK1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PDPK1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PIK3CA+PIK3R1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PIK3CA,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PIK3R1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PKN2,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PRKACA,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PRKCA,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PRKCB,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PRKCZ,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PRNP,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PTEN,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PTPN1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,PTPRF,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,RET,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,RPS6KA3,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,SENP1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,SIRT1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,SRC,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,TBK1,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,TNIK,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,TNK2,TCF7L2,Receptor,Transcription Factor,0.2728547155857086
MSC,MSC,ABL1,KMT2A,Receptor,Transcription Factor,0.2790738344192505
MSC,MSC,ATM,KMT2A,Receptor,Transcription Factor,0.2790738344192505
MSC,MSC,BMPR2,KMT2A,Receptor,Transcription Factor,0.2790738344192505
MSC,MSC,CDK1,KMT2A,Receptor,Transcription Factor,0.2790738344192505
MSC,MSC,CDK2,KMT2A,Receptor,Transcription Factor,0.2790738344192505
MSC,MSC,CDK4,KMT2A,Receptor,Transcription Factor,0.2790738344192505
MSC,MSC,CDK6,KMT2A,Receptor,Transcription Factor,0.2790738344192505
MSC,MSC,CHEK1,KMT2A,Receptor,Transcription Factor,0.2790738344192505
MSC,MSC,CHEK2,KMT2A,Receptor,Transcription Factor,0.2790738344192505
