source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
Fibroblast,Fibroblast,RPS6KB1,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,SGK1,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,SIRT1,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,SIRT2,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,SRC,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,STK38,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,STK4,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,SYK,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,TBK1,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,TGFBR1,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,TGFBR2,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,TYR,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,UHMK1,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,YES1,MYOD1,Receptor,Transcription Factor,0.358935410813041
Fibroblast,Fibroblast,CDK4,NCOA2,Receptor,Transcription Factor,0.153357698551966
Fibroblast,Fibroblast,CDK9,NCOA2,Receptor,Transcription Factor,0.153357698551966
Fibroblast,Fibroblast,MAPK1,NCOA2,Receptor,Transcription Factor,0.153357698551966
Fibroblast,Fibroblast,MAPK14,NCOA2,Receptor,Transcription Factor,0.153357698551966
Fibroblast,Fibroblast,MAPK3,NCOA2,Receptor,Transcription Factor,0.153357698551966
Fibroblast,Fibroblast,ABL1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ACVR1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,AKT2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,AKT3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ALK,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ATM,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,AURKA,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,BCL2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,BCL2L1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,BCR,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,BMPR1B,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CAMK2A,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CAMK2B,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CAMK2D,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CAMK2G,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CAMKK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CAPN1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CASP3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CDK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CDK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CDK4,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CDK5,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CHEK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CHEK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CHUK,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CSF1R,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CSK,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CSNK1A1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CSNK2A2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CSNK2B,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CTLA4,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,DAPK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,DAPK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,DAPK3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,EGFR,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,EIF2AK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,EPHA2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,EPHB1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,EPHB2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ERBB2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,FER,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,FES,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,FGR,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,FLT3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,GNAI1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,GP1BA+GP1BB+GP5+GP9,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,GSK3A,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,GSK3B,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,GZMB,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,HCK,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,HSP90AA1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,HSP90AB1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,IGF1R,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,IKBKB,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,IKBKE,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,IL1R1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ILK,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,INPP5D,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,INSR,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,IRAK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,IRAK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,IRAK3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ITGB1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,JAK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,JAK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,JAK3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,LAT,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,LCK,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,LMTK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,LTK,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,LYN,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP2K1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP2K4,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP2K5,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP2K6,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP2K7,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP3K11,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP3K13,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP3K14,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP3K4,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP3K5,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP3K7,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAP3K8,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPK10,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPK14,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPK3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPK7,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPK8,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPK9,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPKAPK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAPKAPK3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MAS1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MCL1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MET,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,MTOR,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,NTRK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,NTRK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PAK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PAK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PDGFRB,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PDK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PDPK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PIK3CA+PIK3R1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PIK3CA,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PIK3CG,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PIK3R1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PIM1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PIP5K1C,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PKD1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PKN2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PLD1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PLK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKAA1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKAA2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKAB1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKACA,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKACB,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKACG,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKCA,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKCB,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKCD,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKCE,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKCI,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKCQ,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKCZ,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKD1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRKG1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PRNP,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PSEN1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PTEN,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PTK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PTK2B,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PTPN1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,PTPRF,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RACK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RAF1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RET,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RIPK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ROCK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ROCK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ROR2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RPS6KA1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RPS6KA2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RPS6KA3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RPS6KA5,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,RPS6KB1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,SENP1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,SGK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,SIK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,SIK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,SIRT1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,SOS1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,SRC,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,STRADB,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,SYK,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TBK1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TEC,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TGFBR1,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TGFBR2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TLR2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TLR3,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TNFRSF11A,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TNK2,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,TRIO,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,ZAP70,NR4A1,Receptor,Transcription Factor,0.247199831908868
Fibroblast,Fibroblast,CDK1,PAX6,Receptor,Transcription Factor,0.791523417240181
Fibroblast,Fibroblast,HIPK2,PAX6,Receptor,Transcription Factor,0.791523417240181
Fibroblast,Fibroblast,PDK1,PAX6,Receptor,Transcription Factor,0.791523417240181
Fibroblast,Fibroblast,SGK1,PAX6,Receptor,Transcription Factor,0.791523417240181
Fibroblast,Fibroblast,ABL1,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,ATM,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,CASP3,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,CSNK1A1,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,EGFR,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,MAPK8,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,PLK1,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,PRKCA,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,PRKCB,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,PRKCD,POU2F2,Receptor,Transcription Factor,0.0769951525850308
Fibroblast,Fibroblast,ABL1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,ACVR1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,AKT2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,AKT3,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,ALK,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,ATM,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,AURKA,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,BCL2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,BCL2L1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,BCR,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,BMPR1B,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CAMK2A,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CAMK2B,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CAMK2D,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CAMK2G,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CAMKK1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CAPN1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CASP3,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CDK1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CDK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CDK4,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CDK5,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CDK6,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CDK9,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CHEK1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CHEK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CHUK,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CSF1R,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CSK,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CSNK1A1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CSNK2A2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CSNK2B,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,CTLA4,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,DAPK1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,DAPK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,DAPK3,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,EGFR,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,EIF2AK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,EPHA2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,EPHB1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,EPHB2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,ERBB2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,FER,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,FES,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,FGR,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,FLT3,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,GNAI1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,GP1BA+GP1BB+GP5+GP9,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,GSK3A,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,GSK3B,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,GZMB,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,HCK,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,HDAC3,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,HDAC4,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,HIPK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,HSP90AA1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,HSP90AB1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,IGF1R,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,IKBKB,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,IKBKE,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,IL1R1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,ILK,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,INPP5D,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,INSR,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,IRAK1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,IRAK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,IRAK3,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,ITGB1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,JAK1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,JAK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,JAK3,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,LAT,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,LATS2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,LCK,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,LMTK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,LTK,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,LYN,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP2K1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP2K4,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP2K5,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP2K6,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP2K7,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP3K11,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP3K13,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP3K14,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP3K4,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP3K5,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP3K7,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAP3K8,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAPK1,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAPK10,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAPK14,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAPK3,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAPK8,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAPK9,POU5F1,Receptor,Transcription Factor,0.0953864235969506
Fibroblast,Fibroblast,MAPKAPK2,POU5F1,Receptor,Transcription Factor,0.0953864235969506
